source,target
1885,39
39,1877
1877,39
39,7616
7616,39
39,5846
5846,39
39,7589
7589,39
39,4994
4994,39
39,44
44,39
39,774
774,39
39,5979
5979,39
39,36
36,39
39,172
172,39
39,10963
10963,39
39,7152
7152,39
39,3078
3078,39
39,4946
4946,39
39,5388
5388,39
39,8663
8663,39
39,901
39,10643
10643,39
39,140
140,39
39,9438
9438,39
39,10981
10981,39
39,7445
7445,39
39,4686
4686,39
39,8744
8744,39
39,3341
3341,39
39,2345
2345,39
39,6780
6780,39
2318,2638
2318,2723
2318,8663
8663,2318
3235,2671
2671,3235
9305,7837
7467,4992
7467,4490
7467,4828
7467,11209
7467,116
7467,2258
7467,7837
7467,1158
7467,1094
1094,7467
7467,4585
4585,7467
7467,4223
7467,7266
7467,924
924,7467
7467,9288
6651,1793
10997,9941
10997,9866
10997,3129
10997,5335
10997,1147
10997,2166
10997,9717
10997,10236
10997,5973
10997,5926
10997,8513
10997,8060
8060,10997
10997,7836
10997,2723
10997,9012
10997,8993
10997,2126
1470,3373
1470,1158
1470,3844
1470,2723
6026,1510
1510,6026
6026,7995
7995,6026
6026,355
355,6026
6026,8002
8002,6026
6026,8034
8034,6026
6026,5954
5954,6026
6026,2747
2747,6026
6026,5691
6026,4650
4650,6026
6026,7555
7555,6026
6026,9100
9100,6026
965,3115
3115,965
965,981
3370,2723
3056,606
3056,5548
3056,7134
7134,3056
3056,2723
5557,8945
8945,5557
5557,10575
10575,5557
5557,6016
9589,570
570,9589
9589,6957
9589,5388
9589,9164
9455,2631
2631,9455
9455,4503
4503,9455
9455,6980
6980,9455
8421,10432
10432,8421
8421,773
773,8421
8421,701
701,8421
8421,10435
10435,8421
8421,3001
3001,8421
8421,2017
2017,8421
8421,3042
3042,8421
8421,4305
4305,8421
8421,4144
4144,8421
8421,8746
8746,8421
8421,3762
3762,8421
8421,330
330,8421
8421,901
8421,9532
9532,8421
8421,281
281,8421
8421,1727
1727,8421
8421,5694
5694,8421
8421,11193
11193,8421
8421,427
427,8421
8421,8416
8416,8421
7268,116
7268,7988
7268,9422
9422,7268
5478,5134
9176,7837
9176,569
2114,1011
1011,2114
2114,4178
4178,2114
2114,2421
2421,2114
2114,2752
2752,2114
2114,8657
8657,2114
2114,5953
5953,2114
2114,1592
1592,2114
2114,5295
5295,2114
2114,3527
3527,2114
2114,8508
8508,2114
2114,5374
8646,6327
6327,8646
6900,4992
6900,7501
6900,7433
7433,6900
200,171
171,200
10839,5616
5616,10839
10839,7973
10839,7538
7538,10839
10839,8338
8338,10839
10839,9447
9447,10839
10839,10394
10394,10839
10839,4602
10839,10853
10853,10839
1053,474
474,1053
1053,802
802,1053
8519,5632
8519,5335
8519,10979
10979,8519
8519,7032
7032,8519
8519,6503
6503,8519
8519,5388
8519,5309
8519,2723
8519,3116
9525,4076
4076,9525
9525,2723
9525,161
161,9525
1579,812
812,1579
1579,5616
1579,5852
1579,10852
10852,1579
1579,1940
1579,1982
1579,5309
1579,11242
1579,7581
1579,5413
5413,1579
1579,9954
9954,1579
1579,10592
10592,1579
1579,4602
1579,9472
9472,1579
1579,9755
7322,7281
7281,7322
7322,10655
10655,7322
7322,9357
9357,7322
5518,5304
5304,5518
3588,7629
7629,3588
10735,5632
10735,137
10735,2723
2387,7837
2387,3690
2387,901
2387,34
34,2387
2387,2665
2387,294
294,2387
2387,275
275,2387
8760,4862
4862,8760
8760,1637
1637,8760
5345,1653
5345,2628
2628,5345
5345,7837
5345,7501
5345,5134
5345,7125
5345,901
5345,3535
5345,818
1555,4992
1555,8876
8876,1555
1555,7837
1555,2776
1555,7066
356,4602
10255,3211
3211,10255
10255,5309
10255,2723
10255,226
1418,3695
1418,2723
812,1579
1579,812
812,7837
812,2723
812,7343
812,2665
812,5631
553,309
7449,9883
7449,7248
7248,7449
7449,4602
843,5632
843,9575
9575,843
843,8939
8939,843
843,69
69,843
843,6802
6802,843
843,7589
843,11113
843,1373
843,1941
1941,843
843,729
729,843
843,36
36,843
843,9393
843,140
843,6663
6663,843
843,764
764,843
843,11247
11247,843
843,3841
3841,843
843,11038
843,2345
2345,843
5239,2030
5239,7794
5239,5370
5370,5239
5239,4781
4781,5239
5239,10011
10011,5239
5239,8524
5239,2211
2211,5239
5239,5206
5206,5239
5239,1533
1533,5239
5239,9883
9883,5239
5239,2723
5239,7681
7681,5239
5239,6885
6885,5239
2991,6139
2991,2723
2991,4816
5684,7875
5684,1931
9782,4529
4529,9782
9782,4484
4484,9782
1629,1523
1523,1629
120,116
120,7616
120,2723
120,329
329,120
6062,5842
6062,2723
3436,4808
4808,3436
3436,4166
4166,3436
3436,4289
4289,3436
3436,9251
9251,3436
3436,9082
9082,3436
4369,7837
278,10819
278,4161
278,79
79,278
278,166
166,278
278,2723
278,10538
10538,278
997,6443
6443,997
997,2015
2015,997
997,5632
997,6138
6138,997
997,9110
9110,997
997,6540
6540,997
997,6325
6325,997
997,6245
6245,997
997,7133
7133,997
997,10933
10933,997
997,4559
4559,997
997,8226
997,6114
6114,997
997,1559
1559,997
10488,606
10488,5800
10488,5696
10488,567
10488,116
10488,10396
2148,5092
2148,7501
2148,2391
2391,2148
3267,2723
8374,9866
8374,5616
8374,2704
8374,8365
8374,9315
8374,2695
8374,8540
8374,7032
8374,3726
8374,7379
8374,7231
8374,9883
8374,2723
8374,11242
8374,5924
8374,10705
8374,6252
8374,772
8374,4887
8946,8478
8478,8946
8946,1872
8946,757
757,8946
8946,2147
2147,8946
8946,8099
8099,8946
8946,2391
7478,6265
7478,907
2060,7501
5717,8595
5717,10729
5717,4192
5717,8613
5717,9603
5717,7794
5717,4850
5717,7034
5717,2829
5717,4422
5717,8246
5717,3140
5717,1802
5717,3149
5717,597
5717,309
5717,1982
5717,9883
5717,11148
5717,2723
5717,6216
5717,10014
5717,6684
5717,9263
5717,4599
5717,4602
6788,309
6788,7538
6788,1923
6788,9883
6788,8502
7404,4992
7404,6152
6152,7404
7404,9575
9575,7404
7404,5314
5314,7404
7404,10712
10712,7404
7404,1619
1619,7404
7404,8023
8023,7404
7404,5202
5202,7404
7404,10616
10616,7404
7404,10856
10856,7404
7404,10408
10408,7404
7404,8125
8125,7404
7404,876
876,7404
7404,10541
10541,7404
7404,7435
7435,7404
7404,4437
4437,7404
7404,10788
10788,7404
7404,7263
7263,7404
7404,5920
5920,7404
7404,1022
1022,7404
7404,521
521,7404
9453,2625
9453,6915
6915,9453
174,7837
174,2723
174,5068
1537,2723
9043,4871
4871,9043
7326,912
912,7326
2536,11070
2536,7889
5939,7837
5939,6818
1864,4671
4671,1864
1864,5374
1864,1948
1948,1864
5216,8613
8613,5216
5216,8388
8388,5216
5216,8819
8819,5216
5216,5102
5102,5216
5216,6134
6134,5216
5216,1158
5216,8233
8233,5216
9758,173
173,9758
10432,8421
8421,10432
10432,901
10432,1118
1118,10432
10432,7982
7982,10432
10432,281
281,10432
10432,1750
10432,398
398,10432
10432,10506
10432,546
546,10432
3171,132
132,3171
4692,39
4692,10080
10080,4692
4692,5632
4692,9591
9591,4692
4692,8844
8844,4692
4692,1144
1144,4692
4692,8755
8755,4692
4692,10993
10993,4692
4692,8954
8954,4692
4692,3841
3841,4692
4692,2345
2345,4692
5377,5219
5219,5377
5377,5691
4796,6492
6492,4796
4796,6503
6503,4796
4796,2535
2535,4796
4796,901
4796,5299
5299,4796
6290,3695
6290,8743
6290,1616
6290,3876
3876,6290
6290,2653
6290,5219
6290,7595
6290,7545
7545,6290
6290,11038
6290,7271
9101,8762
8762,9101
9101,6387
6387,9101
9101,4414
4414,9101
9101,6649
6649,9101
9101,7774
7774,9101
9101,9167
9167,9101
9101,6285
6285,9101
9101,6324
6324,9101
9101,8452
8452,9101
9101,9573
9101,2481
2481,9101
9101,9869
9869,9101
9101,1342
1342,9101
9101,9341
9341,9101
9101,2317
2317,9101
9101,3022
3022,9101
9101,2308
2308,9101
7552,7501
7552,2723
5334,73
73,5334
5334,6480
6480,5334
5334,1041
1041,5334
5334,2759
2759,5334
5334,2723
5334,7203
7203,5334
10079,8561
8561,10079
10079,7837
10079,2930
10079,4064
9415,3474
3474,9415
9415,8057
8057,9415
7073,7580
7580,7073
7073,1600
1600,7073
7073,6196
7073,9410
9410,7073
7073,7742
7742,7073
7073,7086
7086,7073
7073,2735
2735,7073
7073,9713
9713,7073
7073,3512
3512,7073
7073,10105
10105,7073
7073,10840
10840,7073
7073,7707
7707,7073
768,9137
768,298
298,768
768,2954
768,7837
768,292
768,774
774,768
768,418
418,768
768,7355
7355,768
768,8492
8492,768
768,272
272,768
768,7571
768,901
768,1947
1947,768
768,10767
10767,768
768,10506
768,600
768,1897
8379,2723
10070,11014
10070,7061
10070,8550
8550,10070
10070,9543
10070,9883
7464,4602
10729,2723
5828,7501
5828,3844
5828,2723
4576,6387
4576,7837
4576,3989
4576,2044
4576,4602
6733,368
368,6733
6733,6957
6733,8340
6733,600
7585,11159
11159,7585
7585,10760
10760,7585
10076,10020
10118,4992
10118,7837
10118,2723
10118,7681
1283,1158
1283,1126
1126,1283
1283,2723
2424,5189
5189,2424
2424,1265
1265,2424
2424,6130
6130,2424
2424,1272
1272,2424
2424,6588
6588,2424
5773,5267
5267,5773
5773,5364
5364,5773
5773,3864
3864,5773
5773,9543
9543,5773
5773,6930
6930,5773
5773,3149
3149,5773
5773,8966
8966,5773
5773,6996
6996,5773
5773,5122
5122,5773
5773,8524
8524,5773
5773,8457
8457,5773
5773,7538
7538,5773
5773,2734
2734,5773
5773,8406
8406,5773
5773,10965
10965,5773
5773,6418
6418,5773
5773,10154
10154,5773
5773,7890
7890,5773
5773,5069
5069,5773
8601,9360
8601,1949
8601,7501
8601,5134
8601,2723
8601,10320
8601,4602
564,7694
564,7837
564,901
564,2665
1359,7061
1359,5632
1359,5926
1359,9883
1359,2723
5580,8293
8293,5580
5580,5102
5102,5580
5580,8524
5580,7027
5580,7224
5580,4359
5580,2476
2476,5580
4300,5085
8467,3563
3563,8467
8467,739
739,8467
8467,5077
5077,8467
8467,7360
7360,8467
10281,10811
10811,10281
10281,6233
6233,10281
10281,4553
4553,10281
10281,10217
10217,10281
10281,9464
9464,10281
10281,7175
7175,10281
10281,2742
2742,10281
10281,9478
9478,10281
10281,10188
10188,10281
4664,2723
2825,10279
10279,2825
512,3311
3311,512
512,580
580,512
9243,8858
8858,9243
9243,7121
7121,9243
9243,4283
4283,9243
7349,7558
7558,7349
7349,5268
5268,7349
7349,153
153,7349
7349,6022
6022,7349
9687,2638
9687,6148
6148,9687
9687,7501
9687,6040
6040,9687
3788,716
716,3788
3788,6111
6111,3788
3788,7196
7196,3788
3788,3373
3788,1348
1348,3788
3788,6957
3788,8799
8799,3788
3788,4459
4459,3788
3788,3967
3967,3788
3788,10871
10871,3788
3788,5920
5920,3788
3788,65
65,3788
3788,3917
3917,3788
3227,2754
2754,3227
3227,5122
5122,3227
3227,3901
3901,3227
3227,8214
8214,3227
11021,9804
9804,11021
11021,2586
2586,11021
2401,1124
1124,2401
2401,5632
2401,10971
2401,9931
9931,2401
2401,6802
6802,2401
2401,5436
2401,7616
2401,1348
2401,7354
7354,2401
2401,10974
10974,2401
2401,6891
2401,10959
10959,2401
2401,7104
2401,10993
2401,2723
2401,5367
5367,2401
2401,7224
2401,6663
6663,2401
2401,10105
10105,2401
2401,5459
5459,2401
2401,5387
2401,5078
5078,2401
2401,2345
1039,6667
6667,1039
5763,692
5763,2822
2822,5763
5763,10616
10616,5763
5763,876
876,5763
5763,645
645,5763
5763,10386
10386,5763
5763,9106
9106,5763
5763,2748
2748,5763
5763,595
595,5763
7984,2638
7984,8743
7984,7844
7844,7984
7984,368
368,7984
7984,7724
7724,7984
7984,108
7984,7152
7152,7984
7984,2723
7984,8942
8942,7984
7984,7912
7912,7984
7984,6950
6950,7984
7984,9985
9985,7984
7984,7066
7066,7984
9759,8198
9759,901
10543,5646
5646,10543
10543,7600
7600,10543
10543,9553
9553,10543
10543,739
739,10543
10543,4256
4256,10543
10543,8516
8516,10543
10543,7360
7360,10543
664,4867
4867,664
664,699
699,664
2632,1102
1102,2632
10405,7365
7365,10405
10405,6284
10405,8043
10405,4631
4631,10405
10405,7837
10405,7501
10405,4
10405,631
10405,8622
10405,7200
10405,7231
7231,10405
10405,10963
10405,2723
10405,686
10405,3420
3420,10405
10405,6780
3752,4642
3752,9883
4318,8930
8930,4318
11229,11228
11229,9898
11229,10712
11229,5439
11229,10598
10598,11229
11229,2723
11229,11230
11230,11229
11229,3731
3731,11229
11229,772
8747,3439
3439,8747
8747,3560
3560,8747
8747,8123
8123,8747
980,6633
6633,980
4593,3456
3456,4593
4593,8570
8570,4593
4593,11132
11132,4593
9246,9132
9132,9246
9246,9360
9246,9074
9246,10958
10958,9246
9246,3149
9246,6540
6540,9246
9246,3619
3619,9246
9246,8406
9246,2723
9246,7133
9246,891
891,9246
9246,10205
9246,10049
9246,608
9246,5374
9246,8226
9246,4602
4192,584
584,4192
4192,8269
8269,4192
4192,4025
4025,4192
4192,3373
3373,4192
4192,2733
2733,4192
4192,1533
1533,4192
6229,3835
6229,8004
8004,6229
11024,10388
10388,11024
11024,9717
11024,116
11024,10377
11024,4833
4833,11024
11024,8396
11024,9164
11024,8869
8869,11024
11024,8729
11024,130
130,11024
11024,1823
11024,4299
4299,11024
994,918
918,994
994,3488
3488,994
994,1084
1084,994
994,8468
8468,994
994,637
637,994
994,9545
9545,994
994,1873
1873,994
994,2283
2283,994
994,8799
8799,994
994,540
540,994
994,509
509,994
994,1706
1706,994
994,11075
11075,994
7099,1949
1949,7099
7099,6196
7099,10811
10811,7099
7099,3803
7099,4076
4076,7099
7099,1614
7099,3354
7099,2723
7099,9738
7099,8099
8099,7099
7812,2930
999,2704
2704,999
999,9931
9931,999
999,10811
10811,999
999,876
876,999
999,1112
1112,999
999,10536
10536,999
999,5674
5674,999
999,10538
10538,999
999,4269
4269,999
999,7167
7167,999
934,10435
10435,934
934,4833
4833,934
934,5220
5220,934
934,901
934,4660
4660,934
7580,7073
7073,7580
7580,10080
10080,7580
7580,2908
2908,7580
7580,9931
9931,7580
7580,9713
9713,7580
7580,6663
6663,7580
7580,769
769,7580
7580,5078
5078,7580
7580,8516
8516,7580
7580,4036
4036,7580
10831,4778
4778,10831
4345,2638
4345,6152
6152,4345
4345,6477
6477,4345
4345,7616
4345,3553
3553,4345
8028,3635
3635,8028
8762,9101
9101,8762
8762,9951
9951,8762
8762,766
766,8762
8762,2896
2896,8762
8762,2723
8762,5497
5497,8762
8762,10547
10547,8762
8762,1325
1325,8762
5201,5616
5201,2840
5201,7837
5201,4025
5201,6540
6540,5201
5201,1158
5201,6891
6891,5201
5201,9883
5201,4972
5201,8226
2518,8524
2518,9573
2518,9883
2518,2723
2518,1002
1002,2518
7311,1519
1519,7311
7311,3998
3998,7311
4204,8788
4204,9979
9979,4204
4204,4417
4417,4204
4204,3841
3841,4204
4204,6780
754,842
842,754
754,2723
754,5231
5231,754
754,793
793,754
4868,39
39,4868
4868,4204
4868,5632
4868,7837
4868,1158
4868,206
206,4868
4868,10974
10974,4868
4868,901
4868,8806
8806,4868
4868,1844
1844,4868
4868,6780
1603,9640
1603,7837
1603,9584
9948,8765
8765,9948
9948,116
9948,368
368,9948
11238,6681
6681,11238
11238,828
11238,348
11238,10285
11238,8460
8460,11238
11238,9164
11238,8473
11238,5049
5049,11238
2353,4992
2353,7794
2353,116
2353,2521
2521,2353
2353,379
379,2353
2353,5134
2353,2723
2353,10406
10406,2353
8613,5216
5216,8613
8613,7382
7382,8613
8613,2849
8613,2976
2976,8613
8613,3373
8613,8727
8727,8613
8613,4811
4811,8613
8613,2723
8613,8233
8233,8613
8613,10205
8613,10049
10049,8613
2030,11140
2030,1691
1691,2030
2030,5965
5965,2030
2030,7794
7794,2030
2030,5542
5542,2030
2030,3642
3642,2030
2030,188
2030,116
2030,7616
7616,2030
2030,6
6,2030
2030,5117
5117,2030
2030,7032
2030,8457
8457,2030
2030,9106
9106,2030
2030,4774
2030,8406
2030,2723
2030,10020
2030,9429
9429,2030
2030,7595
7595,2030
6102,1373
6102,7501
6102,6621
6621,6102
6102,8799
6102,7125
7125,6102
6102,901
6102,2665
6102,4602
7746,3906
7746,2357
2357,7746
7746,7462
3251,7837
3251,6909
6909,3251
3297,912
3297,8862
3297,4381
3297,7217
3297,2723
3297,9374
9374,3297
4009,7889
4009,1021
1021,4009
4009,9033
836,7837
836,2723
836,901
9596,6204
9596,7837
9596,9159
9596,6331
6331,9596
135,116
135,2788
2788,135
135,5388
135,2723
9069,9480
9480,9069
9069,5272
5272,9069
9069,5224
5224,9069
4199,1158
4199,901
4199,2549
2549,4199
1882,3372
3372,1882
1882,8774
8774,1882
1882,2083
2083,1882
10819,2638
4754,5227
3007,10015
10015,3007
3007,10659
10659,3007
3007,6285
3007,428
428,3007
3007,309
3007,3117
3117,3007
3007,7189
7189,3007
3007,5656
5656,3007
3007,9393
3007,2723
3007,8476
8476,3007
3007,9392
9392,3007
3007,4638
4638,3007
3007,8802
8802,3007
3007,8926
8926,3007
3014,4992
3014,7837
3014,7501
7501,3014
3014,2930
3014,2723
3014,901
3014,5409
5409,3014
3014,4484
4484,3014
3014,3535
3014,4602
9941,4219
4219,9941
9941,10906
10906,9941
9941,8550
8550,9941
9941,2919
2919,9941
9941,8627
8627,9941
9941,2166
2166,9941
9941,4233
4233,9941
9941,10594
10594,9941
9941,2915
2915,9941
9941,3448
3448,9941
9941,7163
7163,9941
9941,5469
5469,9941
9941,3576
3576,9941
9941,7517
7517,9941
9941,7107
7107,9941
9941,1062
1062,9941
232,9883
232,420
420,232
5847,5632
5847,6324
5847,7589
5847,7224
5847,2044
2044,5847
5847,2345
10041,2055
10041,10563
10563,10041
10041,4528
10041,4636
10041,7501
10041,2930
10041,7321
942,1274
1274,942
942,7837
942,1539
942,290
290,942
942,901
942,1000
1000,942
942,7130
7130,942
942,336
336,942
1398,1445
1445,1398
1398,1109
1109,1398
1398,9523
9523,1398
10131,9863
9863,10131
9724,7562
9724,4992
9724,4649
9724,6754
9724,7017
9724,7501
9724,3451
9724,10975
9724,10374
10374,9724
9724,7681
9724,7907
9724,7066
9724,9736
9736,9724
9580,7794
9580,9393
9580,6884
9580,2723
7686,2954
7686,1822
1822,7686
7686,7837
7686,3373
7686,1158
7686,9336
7686,901
7686,6697
6697,7686
7686,1750
7686,10731
7686,9779
9779,7686
7686,10506
7686,5175
7686,1704
1433,6387
1433,5303
5303,1433
1433,4209
4209,1433
1433,10330
1433,8847
8847,1433
1433,5574
5574,1433
9866,2723
810,10876
10876,810
810,313
313,810
810,8246
810,3140
810,2660
2660,810
810,308
308,810
810,402
402,810
810,7169
7169,810
810,8546
8546,810
3757,2584
3757,5691
3757,4957
4957,3757
9910,348
9910,7837
8360,625
625,8360
8360,7837
8360,10367
5589,3072
3072,5589
5589,7688
7688,5589
5589,1192
1192,5589
5589,2723
6699,5974
6699,4568
4568,6699
4410,4727
4410,1941
1941,4410
2520,4138
2520,6204
2520,569
569,2520
2520,6957
2520,9159
2520,1941
1941,2520
2520,532
532,2520
6962,7655
6962,1158
5925,2638
5925,3058
7778,1606
7778,7712
7712,7778
7778,1382
7778,8175
8175,7778
7778,1733
6223,2215
2215,6223
2638,3088
3088,2638
2638,9211
9211,2638
2638,3149
3149,2638
2638,7459
7459,2638
2638,2722
2722,2638
2638,8487
8487,2638
4822,3770
3770,4822
4822,8487
8487,4822
4822,6114
6114,4822
5214,5622
5622,5214
5214,1640
1640,5214
5214,1158
5214,11256
11256,5214
8821,7533
7533,8821
8821,1966
1966,8821
8821,7817
7817,8821
8821,10850
10850,8821
8821,1314
1314,8821
8821,10879
10879,8821
8821,6373
6373,8821
8821,10800
10800,8821
8821,3252
3252,8821
8821,8248
8248,8821
8821,9729
9729,8821
8821,2454
2454,8821
6582,9360
6582,10047
10047,6582
6582,4708
9147,10217
9147,2723
3567,7794
3567,5335
3567,4939
3567,3024
3567,3373
3567,1316
1316,3567
3567,137
3567,4527
4527,3567
3567,9883
3567,9164
3567,3762
3567,2723
3567,10950
3567,7904
8293,5580
5580,8293
8293,1883
1883,8293
8293,5632
8293,1980
1980,8293
8293,7895
7895,8293
8293,2723
8293,1844
1844,8293
11168,2704
2704,11168
11168,3088
3088,11168
11168,486
486,11168
11168,4294
4294,11168
11168,1609
1609,11168
11168,1051
11168,4467
4467,11168
11168,9406
9406,11168
11168,1922
1922,11168
10336,4992
10336,1158
10336,314
10336,2665
9718,3670
9718,4948
4948,9718
9718,6204
9718,7837
9718,471
471,9718
9718,7071
9718,600
3443,6848
6848,3443
3443,1987
3443,6385
6385,3443
3443,672
672,3443
3008,6722
3008,6943
3008,1270
1270,3008
3008,3936
3008,8926
3499,2872
2872,3499
3499,1650
1650,3499
8202,582
8202,1866
1866,8202
9481,7837
9481,10720
10720,9481
1981,3563
3563,1981
7007,5616
7007,7501
7007,10991
10991,7007
7007,901
7007,3535
7007,6764
4526,10839
4526,9916
9916,4526
4526,7316
4526,10606
10606,4526
4526,159
4526,1452
1452,4526
7962,8896
8896,7962
7962,4506
4506,7962
7962,9314
9314,7962
7962,6423
6423,7962
7962,4583
4583,7962
7962,2723
7962,7465
7465,7962
7962,9242
7962,6646
6646,7962
7962,6963
7962,8879
8879,7962
7962,9152
9152,7962
7962,9234
9234,7962
7962,6253
6253,7962
7962,152
152,7962
7962,3423
3423,7962
4413,2723
10089,8561
8561,10089
10089,7143
10089,3149
9760,2723
541,7214
7214,541
541,8292
8292,541
1883,8293
8293,1883
1883,10906
10906,1883
1883,9329
9329,1883
1883,5632
1883,1980
1980,1883
1883,1877
1883,8563
8563,1883
1883,6359
6359,1883
1883,2503
2503,1883
1883,1533
1533,1883
1883,2355
2355,1883
1883,2723
1883,6663
6663,1883
1883,8592
8592,1883
1883,8744
8744,1883
24,865
865,24
24,4630
24,140
24,1024
1024,24
1125,1102
7830,6387
7830,11140
7830,7466
7466,7830
7830,10362
10362,7830
7830,7973
7830,3534
7830,6630
7830,7751
7830,1982
7830,9883
7830,7822
7830,4686
7830,4887
2459,2723
11120,1246
1246,11120
11120,6027
11120,4025
11120,11135
11135,11120
11120,3149
3149,11120
11120,10773
10773,11120
9971,3435
3435,9971
987,4992
987,7837
987,1158
987,2723
987,901
987,8024
8024,987
663,10968
10968,663
663,424
424,663
663,6151
6151,663
8393,7840
7840,8393
6387,9101
9101,6387
6387,11140
6387,6285
6285,6387
6387,3534
3534,6387
6387,5893
5893,6387
6387,9883
9883,6387
6387,5219
5219,6387
6387,4686
4686,6387
7170,4192
7170,5041
5041,7170
7170,64
7170,7837
7170,6957
7170,9164
7170,901
7170,32
7170,600
7170,1705
7170,2808
950,453
453,950
950,333
333,950
950,9886
9886,950
950,10933
10933,950
950,402
402,950
950,11130
11130,950
950,8546
8546,950
8447,7837
10080,4692
4692,10080
10080,7580
7580,10080
10080,596
596,10080
10080,5335
5335,10080
10080,5027
5027,10080
10080,4416
10080,5452
5452,10080
10080,6807
6807,10080
10080,11243
11243,10080
10080,1073
1073,10080
10080,2566
2566,10080
10080,8060
8060,10080
10080,1181
1181,10080
10080,7809
7809,10080
10080,10536
10536,10080
10080,3777
3777,10080
10080,10020
10080,6663
6663,10080
10080,10117
10117,10080
10080,2345
2345,10080
10080,8172
8289,2124
2124,8289
8289,8214
8214,8289
1061,8345
8345,1061
1061,7644
1061,10806
10806,1061
1061,5929
5929,1061
1061,7666
1061,2647
1061,6706
6706,1061
8470,1802
8470,8622
8470,2723
8470,4589
4589,8470
2341,4992
2341,64
2341,1056
2341,1158
2341,901
2341,6254
2341,4260
2341,2665
